Descri??o do Alimento,GRUPO,Medida Caseira,Gramas
Acém ensopado,CARNE BOVINA,Concha,140
Acém ensopado,CARNE BOVINA,Escumadeira,70
Acém frito(a),CARNE BOVINA,File,100
Acém frito(a),CARNE BOVINA,Bife,100
Acém frito(a),CARNE BOVINA,Fatia,90
Acém frito(a),CARNE BOVINA,Pedaço,35
Acém frito(a),CARNE BOVINA,Porção,75
Acém frito(a),CARNE BOVINA,Colher de Arroz,70
Acém frito(a),CARNE BOVINA,Colher de Sopa,30
Acém frito(a),CARNE BOVINA,Concha,140
Acém frito(a),CARNE BOVINA,Escumadeira,70
Acém moído (cozido) - carnebovina,,File,100
Acém moído (cozido) - carnebovina,,Bife,100
Acém moído (cozido) - carnebovina,,Fatia,90
Acém moído (cozido) - carnebovina,,Pedaço,35
Acém moído (cozido) - carnebovina,,Porção,75
Acém moído (cozido) - carnebovina,,Colher de Arroz,70
Acém moído (cozido) - carnebovina,,Colher de Sopa,30
Acém moído (cozido) - carnebovina,,Concha,140
Acém moído (cozido) - carnebovina,,Escumadeira,70
Acém moído (cru) - carnebovina,,File,100
Acém moído (cru) - carnebovina,,Bife,100
Acém moído (cru) - carnebovina,,Fatia,90
Acém moído (cru) - carnebovina,,Pedaço,35
Acém moído (cru) - carnebovina,,Porção,75
Acém moído (cru) - carnebovina,,Colher de Arroz,70
Acém moído (cru) - carnebovina,,Colher de Sopa,30
Acém moído (cru) - carnebovina,,Concha,140
Acém moído (cru) - carnebovina,,Escumadeira,70
Acém refogado(a),CARNE BOVINA,File,100
Acém refogado(a),CARNE BOVINA,Bife,100
Acém refogado(a),CARNE BOVINA,Fatia,90
Acém refogado(a),CARNE BOVINA,Pedaço,35
Acém refogado(a),CARNE BOVINA,Porção,75
Acém refogado(a),CARNE BOVINA,Colher de Arroz,70
Acém refogado(a),CARNE BOVINA,Colher de Sopa,30
Acém refogado(a),CARNE BOVINA,Concha,140
Acém refogado(a),CARNE BOVINA,Escumadeira,70
Acém sem gordura (cozido) -carne bovina,,File,100
Acém sem gordura (cozido) -carne bovina,,Bife,100
Acém sem gordura (cozido) -carne bovina,,Fatia,90
Acém sem gordura (cozido) -carne bovina,,Pedaço,35
Acém sem gordura (cozido) -carne bovina,,Porção,75
Acém sem gordura (cozido) -carne bovina,,Colher de Arroz,70
Acém sem gordura (cozido) -carne bovina,,Colher de Sopa,30
Acém sem gordura (cozido) -carne bovina,,Concha,140
Acém sem gordura (cozido) -carne bovina,,Escumadeira,70
Acém sem gordura (cru) -carne bovina,,File,100
Acém sem gordura (cru) -carne bovina,,Bife,100
Acém sem gordura (cru) -carne bovina,,Fatia,90
Acém sem gordura (cru) -carne bovina,,Pedaço,35
Acém sem gordura (cru) -carne bovina,,Porção,75
Acém sem gordura (cru) -carne bovina,,Colher de Arroz,70
Acém sem gordura (cru) -carne bovina,,Colher de Sopa,30
Acém sem gordura (cru) -carne bovina,,Concha,140
Acém sem gordura (cru) -carne bovina,,Escumadeira,70
"Acerola, suco natural (néctar), c/ açúcar refinado",,Copo Americano,150
"Acerola, suco natural (néctar), c/ açúcar refinado",,Copo Médio,240
"Acerola, suco natural (néctar), c/ açúcar refinado",,Copo Grande,300
"Acerola, suco natural (néctar), c/ açúcar refinado",,Garrafa 200ml,200
"Acerola, suco natural (néctar), c/ açúcar refinado",,Caneca,300
"Acerola, suco natural (néctar), s/ açúcar",,Copo Americano,150
"Acerola, suco natural (néctar), s/ açúcar",,Copo Médio,240
"Acerola, suco natural (néctar), s/ açúcar",,Copo Grande,300
"Acerola, suco natural (néctar), s/ açúcar",,Garrafa 200ml,200
"Acerola, suco natural (néctar), s/ açúcar",,Caneca,300
Achocolatado Choco leco -Vigor®,,Unidade,200
Achocolatado Choco Milk -Batavo®,,Unidade Pequena,200
Achocolatado Choco Milk -Batavo®,,Garrafa 200ml,200
Achocolatado em pó,AÇUCARES/CONFEITARIA,Colher de Arroz,30
Achocolatado em pó,AÇUCARES/CONFEITARIA,Colher de Sopa,16
Achocolatado em pó,AÇUCARES/CONFEITARIA,Colher de Chá,4
Achocolatado em pó,AÇUCARES/CONFEITARIA,Colher de Café,2
Achocolatado em pó,AÇUCARES/CONFEITARIA,Colher de Sobremesa,11
Achocolatado em pó,AÇUCARES/CONFEITARIA,Caneca,40
Achocolatado em pó diet,AÇUCARES/CONFEITARIA,Colher de Arroz,30
Achocolatado em pó diet,AÇUCARES/CONFEITARIA,Colher de Sopa,16
Achocolatado em pó diet,AÇUCARES/CONFEITARIA,Colher de Chá,4
Achocolatado em pó diet,AÇUCARES/CONFEITARIA,Colher de Café,2
Achocolatado em pó diet,AÇUCARES/CONFEITARIA,Colher de Sobremesa,11
Achocolatado em pó diet -Gold®,,Colher de Arroz,30
Achocolatado em pó diet -Gold®,,Colher de Sopa,16
Achocolatado em pó diet -Gold®,,Colher de Chá,4
Achocolatado em pó diet -Gold®,,Colher de Café,2
Achocolatado em pó diet -Gold®,,Colher de Sobremesa,11
Achocolatado em pó light,AÇUCARES/CONFEITARIA,Colher de Arroz,30
Achocolatado em pó light,AÇUCARES/CONFEITARIA,Colher de Sopa,16
Achocolatado em pó light,AÇUCARES/CONFEITARIA,Colher de Chá,4
Achocolatado em pó light,AÇUCARES/CONFEITARIA,Colher de Café,2
Achocolatado em pó light,AÇUCARES/CONFEITARIA,Colher de Sobremesa,11
"Achocolatado, pó",,Colher de Arroz,30
"Achocolatado, pó",,Colher de Sopa,16
"Achocolatado, pó",,Colher de Chá,4
"Achocolatado, pó",,Colher de Café,2
"Achocolatado, pó",,Colher de Sobremesa,11
"Achocolatado, pó , ""Nescau""",,Colher de Arroz,30
"Achocolatado, pó , ""Nescau""",,Colher de Sopa,16
"Achocolatado, pó , ""Nescau""",,Colher de Chá,4
"Achocolatado, pó , ""Nescau""",,Colher de Café,2
"Achocolatado, pó , ""Nescau""",,Colher de Sobremesa,11
"Achocolatado, pó , (média diferentes amostras)",,Colher de Arroz,30
"Achocolatado, pó , (média diferentes amostras)",,Colher de Sopa,16
"Achocolatado, pó , (média diferentes amostras)",,Colher de Chá,4
"Achocolatado, pó , (média diferentes amostras)",,Colher de Café,2
"Achocolatado, pó , (média diferentes amostras)",,Colher de Sobremesa,11
"Achocolatado, pó, ""Toddy""",,Colher de Arroz,30
"Achocolatado, pó, ""Toddy""",,Colher de Sopa,16
"Achocolatado, pó, ""Toddy""",,Colher de Chá,4
"Achocolatado, pó, ""Toddy""",,Colher de Café,2
"Achocolatado, pó, ""Toddy""",,Colher de Sobremesa,11
Açúcar,ADOÇANTES,Porção,28
Açúcar,ADOÇANTES,Colher de Sopa,24
Açúcar,ADOÇANTES,Colher de Chá,5
Açúcar,ADOÇANTES,Colher de Café,2
Açúcar,ADOÇANTES,Colher de Sobremesa,16
Açúcar,ADOÇANTES,Copo Americano,160
Açúcar cristal,,Porção,28
Açúcar cristal,,Colher de Sopa,24
Açúcar cristal,,Colher de Chá,5
Açúcar cristal,,Colher de Café,2
Açúcar cristal,,Colher de Sobremesa,16
Açúcar cristal,,Copo Americano,160
Açúcar de confeiteiro,,Porção,28
Açúcar de confeiteiro,,Colher de Sopa,24
Açúcar de confeiteiro,,Colher de Chá,5
Açúcar de confeiteiro,,Colher de Café,2
Açúcar de confeiteiro,,Colher de Sobremesa,16
Açúcar de confeiteiro,,Copo Americano,160
Açúcar light,ADOÇANTES,Porção,28
Açúcar light,ADOÇANTES,Colher de Sopa,24
Açúcar light,ADOÇANTES,Colher de Chá,5
Açúcar light,ADOÇANTES,Colher de Café,2
Açúcar light,ADOÇANTES,Colher de Sobremesa,16
Açúcar light,ADOÇANTES,Copo Americano,160
Açúcar mascavo (IBGE),ADOÇANTES,Colher de Sopa,19
Açúcar mascavo (IBGE),ADOÇANTES,Colher de Chá,5
Açúcar mascavo (Tucunduva),,Colher de Sopa,19
Açúcar mascavo (Tucunduva),,Colher de Chá,5
Açúcar orgânico cristal -Native®,,Porção,28
Açúcar orgânico cristal -Native®,,Colher de Sopa,24
Açúcar orgânico cristal -Native®,,Colher de Chá,5
Açúcar orgânico cristal -Native®,,Colher de Café,2
Açúcar orgânico cristal -Native®,,Colher de Sobremesa,16
Açúcar orgânico cristal -Native®,,Copo Americano,160
Açúcar orgânico demerara -Native®,,Porção,28
Açúcar orgânico demerara -Native®,,Colher de Sopa,24
Açúcar orgânico demerara -Native®,,Colher de Chá,5
Açúcar orgânico demerara -Native®,,Colher de Café,2
Açúcar orgânico demerara -Native®,,Colher de Sobremesa,16
Açúcar orgânico demerara -Native®,,Copo Americano,160
Açúcar refinado - União®,,Porção,28
Açúcar refinado - União®,,Colher de Sopa,24
Açúcar refinado - União®,,Colher de Chá,5
Açúcar refinado - União®,,Colher de Café,2
Açúcar refinado - União®,,Colher de Sobremesa,16
Açúcar refinado - União®,,Copo Americano,160
Açúcar refinado premium -União®,,Porção,28
Açúcar refinado premium -União®,,Colher de Sopa,24
Açúcar refinado premium -União®,,Colher de Chá,5
Açúcar refinado premium -União®,,Colher de Café,2
Açúcar refinado premium -União®,,Colher de Sobremesa,16
Açúcar refinado premium -União®,,Copo Americano,160
"Açúcar, (média diferentes tipos)",,Porção,28
"Açúcar, (média diferentes tipos)",,Colher de Sopa,24
"Açúcar, (média diferentes tipos)",,Colher de Chá,5
"Açúcar, (média diferentes tipos)",,Colher de Café,2
"Açúcar, (média diferentes tipos)",,Colher de Sobremesa,16
"Açúcar, (média diferentes tipos)",,Copo Americano,160
"Açúcar, cristal (TACO)",,Porção,28
"Açúcar, cristal (TACO)",,Colher de Sopa,24
"Açúcar, cristal (TACO)",,Colher de Chá,5
"Açúcar, cristal (TACO)",,Colher de Café,2
"Açúcar, cristal (TACO)",,Colher de Sobremesa,16
"Açúcar, cristal (TACO)",,Copo Americano,160
"Açúcar, cristal (TBCA)",,Porção,28
"Açúcar, cristal (TBCA)",,Colher de Sopa,24
"Açúcar, cristal (TBCA)",,Colher de Chá,5
"Açúcar, cristal (TBCA)",,Colher de Café,2
"Açúcar, cristal (TBCA)",,Colher de Sobremesa,16
"Açúcar, cristal (TBCA)",,Copo Americano,160
"Açúcar, mascavo (TACO)",,Colher de Sopa,19
"Açúcar, mascavo (TACO)",,Colher de Chá,5
"Açúcar, mascavo (TBCA)",,Colher de Sopa,19
"Açúcar, mascavo (TBCA)",,Colher de Chá,5
"Açúcar, refinado",,Colher de Sopa,23
"Açúcar, refinado",,Colher de Chá,4
Ades light,FRUTAS/SUCOS/VITAMINAS,Copo Americano,150
Ades light,FRUTAS/SUCOS/VITAMINAS,Copo Médio,240
Ades light,FRUTAS/SUCOS/VITAMINAS,Copo Grande,300
Ades light,FRUTAS/SUCOS/VITAMINAS,Garrafa 200ml,200
Ades original,FRUTAS/SUCOS/VITAMINAS,Copo Americano,150
Ades original,FRUTAS/SUCOS/VITAMINAS,Copo Médio,240
Ades original,FRUTAS/SUCOS/VITAMINAS,Copo Grande,300
Ades original,FRUTAS/SUCOS/VITAMINAS,Garrafa 200ml,200
Ades® (sabor abacaxi),,Copo Americano,150
Ades® (sabor abacaxi),,Copo Médio,240
Ades® (sabor abacaxi),,Copo Grande,300
Ades® (sabor abacaxi),,Garrafa 200ml,200
Ades® (sabor laranja),,Copo Americano,150
Ades® (sabor laranja),,Copo Médio,240
Ades® (sabor laranja),,Copo Grande,300
Ades® (sabor laranja),,Garrafa 200ml,200
Ades® (sabor maçã),,Copo Americano,150
Ades® (sabor maçã),,Copo Médio,240
Ades® (sabor maçã),,Copo Grande,300
Ades® (sabor maçã),,Garrafa 200ml,200
Ades® (sabor maracujá),,Copo Americano,150
Ades® (sabor maracujá),,Copo Médio,240
Ades® (sabor maracujá),,Copo Grande,300
Ades® (sabor maracujá),,Garrafa 200ml,200
Ades® (sabor pêssego),,Copo Americano,150
Ades® (sabor pêssego),,Copo Médio,240
Ades® (sabor pêssego),,Copo Grande,300
Ades® (sabor pêssego),,Garrafa 200ml,200
Ades® (sabor uva),,Copo Americano,150
Ades® (sabor uva),,Copo Médio,240
Ades® (sabor uva),,Copo Grande,300
Ades® (sabor uva),,Garrafa 200ml,200
Agrião (IBGE),HORTALIÇAS,Porção,38
Agrião (IBGE),HORTALIÇAS,Colher de Arroz,50
Agrião (IBGE),HORTALIÇAS,Colher de Sopa,7
Agrião (IBGE),HORTALIÇAS,Pegador,7
Agrião (IBGE),HORTALIÇAS,Prato Fundo,80
Agrião (IBGE),HORTALIÇAS,Prato Raso,80
Agrião (IBGE),HORTALIÇAS,Folha,5
Agrião (Tucunduva),,Porção,38
Agrião (Tucunduva),,Colher de Arroz,50
Agrião (Tucunduva),,Colher de Sopa,7
Agrião (Tucunduva),,Pegador,7
Agrião (Tucunduva),,Prato Fundo,80
Agrião (Tucunduva),,Prato Raso,80
Agrião (Tucunduva),,Folha,5
Agrião ao vinagrete,HORTALIÇAS,Porção,38
Agrião ao vinagrete,HORTALIÇAS,Colher de Arroz,50
Agrião ao vinagrete,HORTALIÇAS,Colher de Sopa,7
Agrião ao vinagrete,HORTALIÇAS,Pegador,7
Agrião ao vinagrete,HORTALIÇAS,Prato Fundo,80
Agrião ao vinagrete,HORTALIÇAS,Prato Raso,80
Agrião ao vinagrete,HORTALIÇAS,Folha,5
Agrião cozido(a),HORTALIÇAS,Porção,38
Agrião cozido(a),HORTALIÇAS,Colher de Arroz,50
Agrião cozido(a),HORTALIÇAS,Colher de Sopa,7
Agrião cozido(a),HORTALIÇAS,Pegador,7
Agrião cozido(a),HORTALIÇAS,Prato Fundo,80
Agrião cozido(a),HORTALIÇAS,Prato Raso,80
Agrião cozido(a),HORTALIÇAS,Folha,5
Agrião cru(a),HORTALIÇAS,Porção,38
Agrião cru(a),HORTALIÇAS,Colher de Arroz,50
Agrião cru(a),HORTALIÇAS,Colher de Sopa,7
Agrião cru(a),HORTALIÇAS,Pegador,7
Agrião cru(a),HORTALIÇAS,Prato Fundo,80
Agrião cru(a),HORTALIÇAS,Prato Raso,80
Agrião cru(a),HORTALIÇAS,Folha,5
Agrião ensopado,HORTALIÇAS,Porção,38
Agrião ensopado,HORTALIÇAS,Colher de Arroz,50
Agrião ensopado,HORTALIÇAS,Colher de Sopa,7
Agrião ensopado,HORTALIÇAS,Pegador,7
Agrião ensopado,HORTALIÇAS,Prato Fundo,80
Agrião ensopado,HORTALIÇAS,Prato Raso,80
Agrião ensopado,HORTALIÇAS,Folha,5
"Agrião, cru",,Porção,38
"Agrião, cru",,Colher de Arroz,50
"Agrião, cru",,Colher de Sopa,7
"Agrião, cru",,Pegador,7
"Agrião, cru",,Prato Fundo,80
"Agrião, cru",,Prato Raso,80
Água de coco (IBGE),FRUTAS/SUCOS/VITAMINAS,Copo Americano,150
Água de coco (IBGE),FRUTAS/SUCOS/VITAMINAS,Copo Médio,240
Água de coco (IBGE),FRUTAS/SUCOS/VITAMINAS,Copo Grande,300
Água de coco (IBGE),FRUTAS/SUCOS/VITAMINAS,Garrafa 200ml,200
Água de coco (IBGE),FRUTAS/SUCOS/VITAMINAS,Caneca,300
Água de coco (Tucunduva),,Copo Americano,150
Água de coco (Tucunduva),,Copo Médio,240
Água de coco (Tucunduva),,Copo Grande,300
Água de coco (Tucunduva),,Garrafa 200ml,200
Água de coco (Tucunduva),,Caneca,300
Água de coco - Ducôco0,,Copo Americano,150
Água de coco - Ducôco0,,Copo Médio,240
Água de coco - Ducôco0,,Copo Grande,300
Água de coco - Ducôco0,,Garrafa 200ml,200
Água de coco - Ducôco0,,Caneca,300
Água de coco - Kero Coco®,,Copo Americano,150
Água de coco - Kero Coco®,,Copo Médio,240
Água de coco - Kero Coco®,,Copo Grande,300
Água de coco - Kero Coco®,,Garrafa 200ml,200
Água de coco - Kero Coco®,,Caneca,300
Água de coco - Socôco®,,Copo Americano,150
Água de coco - Socôco®,,Copo Médio,240
Água de coco - Socôco®,,Copo Grande,300
Água de coco - Socôco®,,Garrafa 200ml,200
Água de coco - Socôco®,,Caneca,300
Água de coco -Trairi®,,Copo Americano,150
Água de coco -Trairi®,,Copo Médio,240
Água de coco -Trairi®,,Copo Grande,300
Água de coco -Trairi®,,Garrafa 200ml,200
Água de coco -Trairi®,,Caneca,300
Água tônica - Antartica®,,Copo Americano,150
Água tônica - Antartica®,,Copo Médio,240
Água tônica - Antartica®,,Copo Grande,300
Água tônica citrus - Schweppes®,,Copo Americano,150
Água tônica citrus - Schweppes®,,Copo Médio,240
Água tônica citrus - Schweppes®,,Copo Grande,300
Água tonica diet,BEBIDAS,Copo Americano,150
Água tonica diet,BEBIDAS,Copo Médio,240
Água tonica diet,BEBIDAS,Copo Grande,300
Água tônica diet - Antartica®,,Copo Americano,150
Água tônica diet - Antartica®,,Copo Médio,240
Água tônica diet - Antartica®,,Copo Grande,300
Água tonica light,BEBIDAS,Copo Americano,150
Água tonica light,BEBIDAS,Copo Médio,240
Água tonica light,BEBIDAS,Copo Grande,300
Água tonica tradicional,BEBIDAS,Copo Americano,150
Água tonica tradicional,BEBIDAS,Copo Médio,240
Água tonica tradicional,BEBIDAS,Copo Grande,300
Agulha (acém) assado(a),CARNE BOVINA,File,100
Agulha (acém) assado(a),CARNE BOVINA,Bife,100
Agulha (acém) assado(a),CARNE BOVINA,Fatia,90
Agulha (acém) assado(a),CARNE BOVINA,Pedaço,35
Agulha (acém) assado(a),CARNE BOVINA,Porção,75
Agulha (acém) assado(a),CARNE BOVINA,Colher de Arroz,70
Agulha (acém) assado(a),CARNE BOVINA,Colher de Sopa,30
Agulha (acém) assado(a),CARNE BOVINA,Concha,140
Agulha (acém) assado(a),CARNE BOVINA,Escumadeira,70
Agulha (acém) cozido(a),CARNE BOVINA,File,100
Agulha (acém) cozido(a),CARNE BOVINA,Bife,100
Agulha (acém) cozido(a),CARNE BOVINA,Fatia,90
Agulha (acém) cozido(a),CARNE BOVINA,Pedaço,35
Agulha (acém) cozido(a),CARNE BOVINA,Porção,75
Agulha (acém) cozido(a),CARNE BOVINA,Colher de Arroz,70
Agulha (acém) cozido(a),CARNE BOVINA,Colher de Sopa,30
Agulha (acém) cozido(a),CARNE BOVINA,Concha,140
Agulha (acém) cozido(a),CARNE BOVINA,Escumadeira,70
Agulha (acém) frito(a),CARNE BOVINA,File,100
Agulha (acém) frito(a),CARNE BOVINA,Bife,100
Agulha (acém) frito(a),CARNE BOVINA,Fatia,90
Agulha (acém) frito(a),CARNE BOVINA,Pedaço,35
Agulha (acém) frito(a),CARNE BOVINA,Porção,75
Agulha (acém) frito(a),CARNE BOVINA,Colher de Arroz,70
Agulha (acém) frito(a),CARNE BOVINA,Colher de Sopa,30
Agulha (acém) frito(a),CARNE BOVINA,Concha,140
Agulha (acém) frito(a),CARNE BOVINA,Escumadeira,70
Aipim,TUBERCULOS,Fatia,100
Aipim,TUBERCULOS,Pedaço,100
Aipim,TUBERCULOS,Porção,128
Aipim,TUBERCULOS,Colher de Arroz,60
Aipim,TUBERCULOS,Colher de Sopa,30
Aipim,TUBERCULOS,Concha,120
Aipim,TUBERCULOS,Escumadeira,60
Aipim,TUBERCULOS,Colher de Sobremesa,15
Aipim assado(a),TUBERCULOS,Fatia,100
Aipim assado(a),TUBERCULOS,Pedaço,100
Aipim assado(a),TUBERCULOS,Porção,128
Aipim assado(a),TUBERCULOS,Colher de Arroz,60
Aipim assado(a),TUBERCULOS,Colher de Sopa,30
Aipim assado(a),TUBERCULOS,Concha,120
Aipim assado(a),TUBERCULOS,Escumadeira,60
Aipim assado(a),TUBERCULOS,Colher de Sobremesa,15
Aipim com manteiga/oleo,TUBERCULOS,Fatia,100
Aipim com manteiga/oleo,TUBERCULOS,Pedaço,100
Aipim com manteiga/oleo,TUBERCULOS,Porção,128
Aipim com manteiga/oleo,TUBERCULOS,Colher de Arroz,60
Aipim com manteiga/oleo,TUBERCULOS,Colher de Sopa,30
Aipim com manteiga/oleo,TUBERCULOS,Concha,120
Aipim com manteiga/oleo,TUBERCULOS,Escumadeira,60
Aipim com manteiga/oleo,TUBERCULOS,Colher de Sobremesa,15
Aipim cozido(a),TUBERCULOS,Fatia,100
Aipim cozido(a),TUBERCULOS,Pedaço,100
Aipim cozido(a),TUBERCULOS,Porção,128
Aipim cozido(a),TUBERCULOS,Colher de Arroz,60
Aipim cozido(a),TUBERCULOS,Colher de Sopa,30
Aipim cozido(a),TUBERCULOS,Concha,120
Aipim cozido(a),TUBERCULOS,Escumadeira,60
Aipim cozido(a),TUBERCULOS,Colher de Sobremesa,15
Aipim empanado(a)/a milanesa,TUBERCULOS,Fatia,100
Aipim empanado(a)/a milanesa,TUBERCULOS,Pedaço,100
Aipim empanado(a)/a milanesa,TUBERCULOS,Porção,128
Aipim empanado(a)/a milanesa,TUBERCULOS,Colher de Arroz,60
Aipim empanado(a)/a milanesa,TUBERCULOS,Colher de Sopa,30
Aipim empanado(a)/a milanesa,TUBERCULOS,Concha,120
Aipim empanado(a)/a milanesa,TUBERCULOS,Escumadeira,60
Aipim empanado(a)/a milanesa,TUBERCULOS,Colher de Sobremesa,15
Aipim ensopado,TUBERCULOS,Fatia,100
Aipim ensopado,TUBERCULOS,Pedaço,100
Aipim ensopado,TUBERCULOS,Porção,128
Aipim ensopado,TUBERCULOS,Colher de Arroz,60
Aipim ensopado,TUBERCULOS,Colher de Sopa,30
Aipim ensopado,TUBERCULOS,Concha,120
Aipim ensopado,TUBERCULOS,Escumadeira,60
Aipim ensopado,TUBERCULOS,Colher de Sobremesa,15
Aipim frito(a),TUBERCULOS,Fatia,100
Aipim frito(a),TUBERCULOS,Pedaço,100
Aipim frito(a),TUBERCULOS,Porção,128
Aipim frito(a),TUBERCULOS,Colher de Arroz,60
Aipim frito(a),TUBERCULOS,Colher de Sopa,30
Aipim frito(a),TUBERCULOS,Concha,120
Aipim frito(a),TUBERCULOS,Escumadeira,60
Aipim frito(a),TUBERCULOS,Colher de Sobremesa,15
Aipim molho vermelho,TUBERCULOS,Fatia,100
Aipim molho vermelho,TUBERCULOS,Pedaço,100
Aipim molho vermelho,TUBERCULOS,Porção,128
Aipim molho vermelho,TUBERCULOS,Colher de Arroz,60
Aipim molho vermelho,TUBERCULOS,Colher de Sopa,30
Aipim molho vermelho,TUBERCULOS,Concha,120
Aipim molho vermelho,TUBERCULOS,Escumadeira,60
Aipim molho vermelho,TUBERCULOS,Colher de Sobremesa,15
Aipim refogado(a),TUBERCULOS,Fatia,100
Aipim refogado(a),TUBERCULOS,Pedaço,100
Aipim refogado(a),TUBERCULOS,Porção,128
Aipim refogado(a),TUBERCULOS,Colher de Arroz,60
Aipim refogado(a),TUBERCULOS,Colher de Sopa,30
Aipim refogado(a),TUBERCULOS,Concha,120
Aipim refogado(a),TUBERCULOS,Escumadeira,60
Aipim refogado(a),TUBERCULOS,Colher de Sobremesa,15
Aipim sopa,SOPAS/CALDOS/MINGAUS,Fatia,100
Aipim sopa,SOPAS/CALDOS/MINGAUS,Pedaço,100
Aipim sopa,SOPAS/CALDOS/MINGAUS,Porção,128
Aipim sopa,SOPAS/CALDOS/MINGAUS,Colher de Arroz,60
Aipim sopa,SOPAS/CALDOS/MINGAUS,Colher de Sopa,30
Aipim sopa,SOPAS/CALDOS/MINGAUS,Concha,120
Aipim sopa,SOPAS/CALDOS/MINGAUS,Escumadeira,60
Aipim sopa,SOPAS/CALDOS/MINGAUS,Colher de Sobremesa,15
Aipo (cozido),,Pedaço,15
Aipo (cru),,Pedaço,15
"Aipo, cru",,Pedaço,15
Alcachofra,HORTALIÇAS,Unidade,140
Alcachofra (cozida),,Unidade,140
Alcachofra cozida (coração),,Unidade,140
Alcatra  cozido(a),CARNE BOVINA,File,100
Alcatra  cozido(a),CARNE BOVINA,Bife,100
Alcatra  cozido(a),CARNE BOVINA,Fatia,90
Alcatra  cozido(a),CARNE BOVINA,Pedaço,35
Alcatra  cozido(a),CARNE BOVINA,Porção,75
Alcatra  cozido(a),CARNE BOVINA,Colher de Arroz,70
Alcatra  cozido(a),CARNE BOVINA,Colher de Sopa,30
Alcatra  cozido(a),CARNE BOVINA,Concha,140
Alcatra  cozido(a),CARNE BOVINA,Escumadeira,70
Alcatra (crua) - carne bovina,,File,100
Alcatra (crua) - carne bovina,,Bife,100
Alcatra (crua) - carne bovina,,Fatia,90
Alcatra (crua) - carne bovina,,Pedaço,35
Alcatra (crua) - carne bovina,,Porção,75
Alcatra (crua) - carne bovina,,Colher de Arroz,70
Alcatra (crua) - carne bovina,,Colher de Sopa,30
Alcatra (crua) - carne bovina,,Concha,140
Alcatra (crua) - carne bovina,,Escumadeira,70
Alcatra ao vinagrete,CARNE BOVINA,File,100
Alcatra ao vinagrete,CARNE BOVINA,Bife,100
Alcatra ao vinagrete,CARNE BOVINA,Fatia,90
Alcatra ao vinagrete,CARNE BOVINA,Pedaço,35
Alcatra ao vinagrete,CARNE BOVINA,Porção,75
Alcatra ao vinagrete,CARNE BOVINA,Colher de Arroz,70
Alcatra ao vinagrete,CARNE BOVINA,Colher de Sopa,30
Alcatra ao vinagrete,CARNE BOVINA,Concha,140
Alcatra ao vinagrete,CARNE BOVINA,Escumadeira,70
Alcatra assado(a),CARNE BOVINA,File,100
Alcatra assado(a),CARNE BOVINA,Bife,100
Alcatra assado(a),CARNE BOVINA,Fatia,90
Alcatra assado(a),CARNE BOVINA,Pedaço,35
Alcatra assado(a),CARNE BOVINA,Porção,75
Alcatra assado(a),CARNE BOVINA,Colher de Arroz,70
Alcatra assado(a),CARNE BOVINA,Colher de Sopa,30
Alcatra assado(a),CARNE BOVINA,Concha,140
Alcatra assado(a),CARNE BOVINA,Escumadeira,70
Alcatra cru(a),CARNE BOVINA,File,100
Alcatra cru(a),CARNE BOVINA,Bife,100
