Descrição do Alimento,GRUPO,File,Bife,Fatia,Pedaço,Porção,Colher de Arroz,Colher de Sopa,Concha,Escumadeira,Colher de Chá,Colher de Café,Colher de Sobremesa,Copo Americano,Copo Médio,Copo Grande,Pegador,Pote,Prato Sobremesa,Prato Fundo,Prato Raso,Tigela,Xícara de Chá,Asa,Peito,Coxa,Sobrecoxa,Costela,Pescoço,Unidade,Unidade Pequena,Metade,Banda,Punhado,Garrafa 200ml,Caneca,Folha,Nova Medida 1,Nova Medida 2,Nova Medida 3,Nova Medida 4,Nova Medida 5,Nova Medida 6,Nova Medida 7,Nova Medida 8,Nova Medida 9,Nova Medida 10,Nova Medida 11,Nova Medida 12
"Peixe, água salgada, atum, sólido, conserva em óleo, ""Coqueiro""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, atum, sólido, conserva, light",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, bacalhau, salgado, cru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, bacalhau, salgado, dessalgado, refogado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, cação posta, c/ farinha de trigo, frito, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, cação, cru (média de diferentes espécies)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, cação, cru, Prionace glauca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, cavalinha, escabeche, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, corvina do mar, crua, Micropogon furnieri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, corvina, assado, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, corvina, cozido, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, Manjuba, c/ farinha de trigo, frito, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, Manjuba, frita, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, Merluza, filé, assado, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, merluza, filé, cru, Merlucius hubbsi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, Merluza, filé, frito, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, pescada branca, cru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, pescada branca, frita, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, pescada, filé empanado, frito, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, pescada, filé, cru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, pescada, filé, escabeche, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, pescada, filé, frito, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, pescadinha/tortinha, cru, Isopisthus parvipinnis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, porquinho, cru, Balistes carolinensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, salmão, filé, c/ pele, fresco, grelhado, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, salmão, s/ pele, fresco, cru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, salmão, s/ pele, fresco, grelhado, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, sardinha, assado, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, sardinha, conserva, c/ molho de tomate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, sardinha, filé, c/ cebola e louro, conserva, ""Coqueiro""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, sardinha, filé, conserva, c/ molho de tomate temperado, ""Coqueiro""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, sardinha, filé, conserva, em óleo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, sardinha, filé, cozido/30 min, s/ sal, Sardinella brasiliensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, sardinha, filé, crua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, sardinha, frita, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, sardinha, inteira, crua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, surimi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, surumi, cru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, tainha, filé, assado/45 min, s/ sal, Mugil cephalus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, tainha, filé, cozido/30 min, s/ sal, Mugil cephalus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, tainha, filé, cru, Mugil cephalus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, água salgada, tainha, filé, preparado em micro-ondas, s/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peixe, sardinha, filé, micro-ondas/10 min, s/ sal, Sardinella brasiliensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peixe-espada (cozido),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peixe-espada (cru),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pele de porco preparada (pururuca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepininho (maxixe) ao vinagrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepininho (maxixe) cozido(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepino (IBGE),VERDURAS,,,3,,36,36,18,,,,,,,,,,,,,36,,,,,,,,,100,75,50,,,,,,,,,,,,,,,,,
Pepino (Tucunduva),,,,3,,36,36,18,,,,,,,,,,,,,36,,,,,,,,,100,75,50,,,,,,,,,,,,,,,,,
Pepino (casca),,,,3,,36,36,18,,,,,,,,,,,,,36,,,,,,,,,100,75,50,,,,,,,,,,,,,,,,,
Pepino em conserva,CONSERVAS,,,3,,36,36,18,,,,,,,,,,,,,36,,,,,,,,,100,75,50,,,,,,,,,,,,,,,,,
"Pepino, cru",,,,3,,36,36,18,,,,,,,,,,,,,36,,,,,,,,,100,75,50,,,,,,,,,,,,,,,,,
Peptamen 1.5 líquido -Nestlé®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptamen Junior líquido -Nestlée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptamen Junior pó - Nestlé@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptamen pó - Nestlé®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptamen Prebio líquido -Nestlé®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptamen UTI líquido -Nestlé®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pequi,FRUTAS/SUCOS/VITAMINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pequi ao molho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pequi, cru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pequi, polpa, maduro, cru, Caryocar brasiliense Camb.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pequizada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pera (IBGE),FRUTAS/SUCOS/VITAMINAS,,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,130,98,65,65,,,,,,,,,,,,,,,,
Pera (Tucunduva),,,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,130,98,65,65,,,,,,,,,,,,,,,,
Pera (casca),,,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,130,98,65,65,,,,,,,,,,,,,,,,
"Pera, in natura, Pyrus communis",,,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,130,98,65,65,,,,,,,,,,,,,,,,
"Pêra, Park, crua",,,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,130,98,65,65,,,,,,,,,,,,,,,,
"Pera, Park, in natura, Pyrus communis L.",,,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,130,98,65,65,,,,,,,,,,,,,,,,
"Pêra, Williams, crua",,,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,130,98,65,65,,,,,,,,,,,,,,,,
"Pera, Williams, in natura, Pyrus communis L.",,,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,130,98,65,65,,,,,,,,,,,,,,,,
Perna de cordeiro assadosem sal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pernil  assado(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pernil  cozido(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pernil  frito(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pernil  grelhado(a)/brasa/churrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pernil assado com molho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pernil de porco (assado),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pernil de porco (cru),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pernil suíno assado(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pernil suíno cozido(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pernil suíno frito(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pernil suíno refogado(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru (assado),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru (cru),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru assado sem pele sem sal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru em pedaço não especificado  assado(a),AVES,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru em pedaço não especificado cozido(a),AVES,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru em pedaço não especificado ensopado,AVES,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru em pedaço não especificado frito(a),AVES,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peru, congelado, assado (TACO)",,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peru, congelado, assado (TBCA)",,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peru, congelado, cru (TACO)",,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peru, congelado, cru (TBCA)",,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peru, peito, defumado",,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pescada branca (crua),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pescada branca (frita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pescada no tucupi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pescada, branca, crua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pescada, branca, frita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pescada, filé, com farinha de trigo, frito",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pescada, filé, cru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pescada, filé, frito",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pescada, filé, molho escabeche",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pescadinha, crua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pescoço de galinha ou frango assado(a),AVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
Pescoço de galinha ou frango cozido(a),AVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
Pescoço de galinha ou frango frito(a),AVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
Pescoço de galinha ou frango molho branco,AVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
Pescoço de galinha ou frango refogado(a),AVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
Pessegada,AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pêssego (IBGE),FRUTAS/SUCOS/VITAMINAS,,,,15,226,,,,,,,,,,,,,,,,80,,,,,,,,60,62,,,,,,,,,,,,,,,,,,
Pêssego (Tucunduva),,,,,15,226,,,,,,,,,,,,,,,,80,,,,,,,,60,62,,,,,,,,,,,,,,,,,,
Pêssego em calda - Casino®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pêssego, Aurora, cru",,,,,15,226,,,,,,,,,,,,,,,,80,,,,,,,,60,62,,,,,,,,,,,,,,,,,,
"Pêssego, enlatado, em calda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pêssego, enlatado, em calda, drenado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pêssego, enlatado, em calda, suco",,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,300,,,,,200,300,,,,,,,,,,,,,
"Pêssego, in natura, Prunus persica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pêssegos em calda diet - IaPastina®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petit gateau de chocolate lightcongelado - Alibey®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petit gateau de chocolatecongelado - Alibey®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petit pois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petit Suisse chocolate MaxiChambinho - Nestlé®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Petit Suisse maçã, banana, cereais e uva Batavinho -Batavo@",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petit Suisse meio a meio (uvaverde/ uva roxa) Danoninho - Danonee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petit Suisse morango e maçãbanana Ninho Soleil - Nestlé@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petit Suisse morango e melNinho Soleil - Nestlé®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petit Suisse morango MaxiChambinho Nestlé®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petit Suisse morango NinhoSoleil - Nestlé®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petit Suisse morangoBatavinho - Batavo®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petit Suisse morangoChambinho - Nestlé®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petit Suisse morangoDanoninho - Danone®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phos 3+B, 60Caps, 2Caps/1,8G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picadinho com ora-pro-nóbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picadinho de carne com frutas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picadinho de tartaruga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picanha  ensopado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picanha - Fríboi®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picanha  frito(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picanha assado(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picanha com gordura (crua) -carne bovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picanha cozido(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picanha grelhado(a)/brasa/churrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picanha sem gordura (crua) -carne bovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picanha sem gordura(grelhada) - carne bovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picles (IBGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picles (Tucunduva),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picolé de qualquer sabor industrializado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picolé ensacado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pimenta em pó,CONDIMENTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pimenta -Tabasco®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pimenta-caiena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pimenta-do-reino em pó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pimentão,VERDURAS,,,6,,,26,13,52,,,,,,,,,,,,,,,,,,,,,55,38,28,,,,,,,,,,,,,,,,,
Pimentão (miolo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pimentão amarelo,,,,6,,,26,13,52,,,,,,,,,,,,,,,,,,,,,55,38,28,,,,,,,,,,,,,,,,,
Pimentão orgânico,VERDURAS,,,6,,,26,13,52,,,,,,,,,,,,,,,,,,,,,55,38,28,,,,,,,,,,,,,,,,,
Pimentão verde,,,,6,,,26,13,52,,,,,,,,,,,,,,,,,,,,,55,38,28,,,,,,,,,,,,,,,,,
Pimentão vermelho,,,,6,,,26,13,52,,,,,,,,,,,,,,,,,,,,,55,38,28,,,,,,,,,,,,,,,,,
"Pimentão, amarelo, cru",,,,6,,,26,13,52,,,,,,,,,,,,,,,,,,,,,55,38,28,,,,,,,,,,,,,,,,,
"Pimentão, verde, cru",,,,6,,,26,13,52,,,,,,,,,,,,,,,,,,,,,55,38,28,,,,,,,,,,,,,,,,,
"Pimentão, vermelho, cru",,,,6,,,26,13,52,,,,,,,,,,,,,,,,,,,,,55,38,28,,,,,,,,,,,,,,,,,
"Pineapple Whey Box, 15Uni/34G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pineapple Whey Lata, 510G, 15Doses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pineapple Whey Sachê, 1Uni/34G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pingado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pingo Douro - Elma Chips®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,48,,,,,,,,,,,,,,,,,,
Pinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinha (fruta de conde),FRUTAS/SUCOS/VITAMINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pinha, crua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pinha, in natura, Annona squamosa L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinhão,OLEAGINOSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
Pinhão (cozido),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
Pinhão (cru),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
"Pinhão, cozido",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
"Pinhão, cozido, s/ sal, Araucaria angustifolia (Bertol.) Kuntze",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pintado (assado),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pintado (cru),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pintado ao molho demandioca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pintado na telha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pintado, assado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pintado, cru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pintado, grelhado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipoca  light,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipoca doce de milhocaramelizada - Clac®,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipoca doce industrializada,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipoca doce ou salgada,AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipoca para micro-ondas demanteiga suave -Yoki®,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipoca para micro-ondasnatural -Yoki®,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipoca salgada,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipoca salgada com manteiga,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipoca sem sal,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pipoca, com óleo de soja, sem sal",,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Pirão,SOPAS/CALDOS/MINGAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
